virus,host
Visna-maedi virus,Macaca fuscata
Visna-maedi virus,Macaca sinica
Visna-maedi virus,Marmota monax
Visna-maedi virus,Mazama gouazoubira
Visna-maedi virus,Mazama nana
Visna-maedi virus,Meriones hurrianae
Visna-maedi virus,Microtus arvalis
Visna-maedi virus,Microtus gregalis
Visna-maedi virus,Microtus oeconomus
Visna-maedi virus,Mops condylurus
Visna-maedi virus,Muntiacus reevesi
Visna-maedi virus,Myodes glareolus
Visna-maedi virus,Myodes rutilus
Visna-maedi virus,Myotis keenii
Visna-maedi virus,Myotis septentrionalis
Visna-maedi virus,Neovison vison
Visna-maedi virus,Odocoileus hemionus
Visna-maedi virus,Odocoileus virginianus
Visna-maedi virus,Oreamnos americanus
Visna-maedi virus,Oryctolagus cuniculus
Visna-maedi virus,Oryx dammah
Visna-maedi virus,Oryx gazella
Visna-maedi virus,Oryx leucoryx
Visna-maedi virus,Otomys tropicalis
Visna-maedi virus,Ovibos moschatus
Visna-maedi virus,Ovis aries
Visna-maedi virus,Ovis canadensis
Visna-maedi virus,Ovis dalli
Visna-maedi virus,Panthera leo
Visna-maedi virus,Papio ursinus
Visna-maedi virus,Philantomba monticola
Visna-maedi virus,Rangifer tarandus
Visna-maedi virus,Raphicerus campestris
Visna-maedi virus,Rattus norvegicus
Visna-maedi virus,Rattus rattus
Visna-maedi virus,Rucervus duvaucelii
Visna-maedi virus,Rupicapra pyrenaica
Visna-maedi virus,Rupicapra rupicapra
Visna-maedi virus,Rusa alfredi
Visna-maedi virus,Sciurus niger
Visna-maedi virus,Sorex araneus
Visna-maedi virus,Sylvilagus floridanus
Visna-maedi virus,Syncerus caffer
Visna-maedi virus,Tamias striatus
Visna-maedi virus,Tatera indica
Visna-maedi virus,Tragelaphus spekii
Visna-maedi virus,Urocitellus undulatus
Visna-maedi virus,Urocyon cinereoargenteus
Visna-maedi virus,Uroderma bilobatum
Visna-maedi virus,Ursus arctos
Visna-maedi virus,Vicugna pacos
Visna-maedi virus,Vulpes lagopus
Visna-maedi virus,Vulpes velox
Volepox virus,Equus caballus
Volepox virus,Homo sapiens
Volepox virus,Microtus californicus
Volepox virus,Odocoileus hemionus
Volepox virus,Odocoileus virginianus
Volepox virus,Peromyscus truei
Volepox virus,Sigmodon hispidus
Wad Medani virus,Aepyceros melampus
Wad Medani virus,Alcelaphus buselaphus
Wad Medani virus,Alces alces
Wad Medani virus,Alticola argentatus
Wad Medani virus,Anoura geoffroyi
Wad Medani virus,Antidorcas marsupialis
Wad Medani virus,Apodemus agrarius
Wad Medani virus,Apodemus flavicollis
Wad Medani virus,Apodemus pallipes
Wad Medani virus,Apodemus sylvaticus
Wad Medani virus,Arctocephalus australis
Wad Medani virus,Artibeus lituratus
Wad Medani virus,Arvicanthis niloticus
Wad Medani virus,Atelerix albiventris
Wad Medani virus,Axis axis
Wad Medani virus,Babyrousa babyrussa
Wad Medani virus,Balaenoptera acutorostrata
Wad Medani virus,Bandicota bengalensis
Wad Medani virus,Bandicota indica
Wad Medani virus,Barbastella barbastellus
Wad Medani virus,Bettongia gaimardi
Wad Medani virus,Bison bison
Wad Medani virus,Bison bonasus
Wad Medani virus,Bos frontalis
Wad Medani virus,Bos grunniens
Wad Medani virus,Bos javanicus
Wad Medani virus,Bos taurus
Wad Medani virus,Boselaphus tragocamelus
Wad Medani virus,Bubalus bubalis
Wad Medani virus,Callorhinus ursinus
Wad Medani virus,Caluromys philander
Wad Medani virus,Camelus bactrianus
Wad Medani virus,Camelus dromedarius
Wad Medani virus,Canis lupus
Wad Medani virus,Canis lupus familiaris
Wad Medani virus,Capra aegagrus
Wad Medani virus,Capra hircus
Wad Medani virus,Capra ibex
Wad Medani virus,Capreolus capreolus
Wad Medani virus,Capricornis crispus
Wad Medani virus,Carollia brevicauda
Wad Medani virus,Carollia subrufa
Wad Medani virus,Cavia porcellus
Wad Medani virus,Ceratotherium simum
Wad Medani virus,Cervus elaphus
Wad Medani virus,Cervus nippon
Wad Medani virus,Choeropsis liberiensis
Wad Medani virus,Chrotogale owstoni
Wad Medani virus,Connochaetes gnou
Wad Medani virus,Connochaetes taurinus
Wad Medani virus,Cricetomys gambianus
Wad Medani virus,Cricetulus barabensis
Wad Medani virus,Crocidura leucodon
Wad Medani virus,Cuniculus paca
Wad Medani virus,Cynopterus brachyotis
Wad Medani virus,Cynopterus sphinx
Wad Medani virus,Dama dama
Wad Medani virus,Delphinapterus leucas
Wad Medani virus,Desmodillus auricularis
Wad Medani virus,Desmodus rotundus
Wad Medani virus,Diceros bicornis
Wad Medani virus,Didelphis marsupialis
Wad Medani virus,Dipodomys microps
Wad Medani virus,Eidolon dupreanum
Wad Medani virus,Eidolon helvum
Wad Medani virus,Elaphodus cephalophus
Wad Medani virus,Elephas maximus
Wad Medani virus,Eonycteris spelaea
Wad Medani virus,Epomophorus gambianus
Wad Medani virus,Epomops franqueti
Wad Medani virus,Equus asinus
Wad Medani virus,Equus caballus
Wad Medani virus,Equus przewalskii
Wad Medani virus,Equus quagga burchellii
Wad Medani virus,Erinaceus roumanicus
Wad Medani virus,Erythrocebus patas
Wad Medani virus,Eudorcas thomsonii
Wad Medani virus,Eutamias sibiricus
Wad Medani virus,Felis catus
Wad Medani virus,Gazella dorcas
Wad Medani virus,Gazella subgutturosa
Wad Medani virus,Geomys bursarius
Wad Medani virus,Giraffa camelopardalis
Wad Medani virus,Globicephala melas
Wad Medani virus,Glossophaga commissarisi
Wad Medani virus,Handleyomys alfaroi
Wad Medani virus,Herpestes javanicus
Wad Medani virus,Heteromys anomalus
Wad Medani virus,Heteromys salvini
Wad Medani virus,Hipposideros armiger
Wad Medani virus,Hipposideros bicolor
Wad Medani virus,Hipposideros cineraceus
Wad Medani virus,Hipposideros larvatus
Wad Medani virus,Hipposideros pomona
Wad Medani virus,Hipposideros speoris
Wad Medani virus,Hippotragus equinus
Wad Medani virus,Hippotragus niger
Wad Medani virus,Homo sapiens
Wad Medani virus,Hoplomys gymnurus
Wad Medani virus,Hydromys chrysogaster
Wad Medani virus,Hylaeamys laticeps
Wad Medani virus,Hylaeamys megacephalus
Wad Medani virus,Hypsignathus monstrosus
Wad Medani virus,Isoodon obesulus
Wad Medani virus,Kobus ellipsiprymnus
Wad Medani virus,Lama glama
Wad Medani virus,Lepus europaeus
Wad Medani virus,Loxodonta africana
Wad Medani virus,Lynx lynx
Wad Medani virus,Lyroderma lyra
Wad Medani virus,Macaca fascicularis
Wad Medani virus,Macaca fuscata
Wad Medani virus,Macaca mulatta
Wad Medani virus,Macaca nemestrina
Wad Medani virus,Macaca sinica
Wad Medani virus,Macaca sylvanus
Wad Medani virus,Macropus agilis
Wad Medani virus,Macropus dorsalis
Wad Medani virus,Macropus fuliginosus
Wad Medani virus,Macropus giganteus
Wad Medani virus,Macropus robustus
Wad Medani virus,Macropus rufogriseus
Wad Medani virus,Macropus rufus
Wad Medani virus,Marmosa murina
Wad Medani virus,Marmosa robinsoni
Wad Medani virus,Mastomys erythroleucus
Wad Medani virus,Mastomys natalensis
Wad Medani virus,Mazama gouazoubira
Wad Medani virus,Melanomys caliginosus
Wad Medani virus,Meriones crassus
Wad Medani virus,Meriones hurrianae
Wad Medani virus,Mesocricetus auratus
Wad Medani virus,Micaelamys namaquensis
Wad Medani virus,Micromys minutus
Wad Medani virus,Microtus agrestis
Wad Medani virus,Microtus arvalis
Wad Medani virus,Microtus ilaeus
Wad Medani virus,Microtus maximowiczii
Wad Medani virus,Microtus oeconomus
Wad Medani virus,Millardia meltada
Wad Medani virus,Miniopterus schreibersii
Wad Medani virus,Mungos mungo
Wad Medani virus,Muntiacus reevesi
Wad Medani virus,Murina aurata
Wad Medani virus,Murina leucogaster
Wad Medani virus,Mus cervicolor
Wad Medani virus,Mus musculus
Wad Medani virus,Myodes glareolus
Wad Medani virus,Myodes rufocanus
Wad Medani virus,Myodes rutilus
Wad Medani virus,Myotis blythii
Wad Medani virus,Myotis daubentonii
Wad Medani virus,Myotis macrodactylus
Wad Medani virus,Myotis mystacinus
Wad Medani virus,Myotis nigricans
Wad Medani virus,Myotis pilosus
Wad Medani virus,Myotis ricketti
Wad Medani virus,Myrmecophaga tridactyla
Wad Medani virus,Nanger granti
Wad Medani virus,Nectomys squamipes
Wad Medani virus,Neofelis nebulosa
Wad Medani virus,Neotoma albigula
Wad Medani virus,Neotoma micropus
Wad Medani virus,Neovison vison
Wad Medani virus,Nyctalus noctula
Wad Medani virus,Nyctereutes procyonoides
Wad Medani virus,Nycteris gambiensis
Wad Medani virus,Ochotona curzoniae
Wad Medani virus,Okapia johnstoni
Wad Medani virus,Ondatra zibethicus
Wad Medani virus,Onychogalea unguifera
Wad Medani virus,Oreamnos americanus
Wad Medani virus,Oryctolagus cuniculus
Wad Medani virus,Oryx gazella
Wad Medani virus,Oryx leucoryx
Wad Medani virus,Oryzomys palustris
Wad Medani virus,Ovibos moschatus
Wad Medani virus,Ovis ammon
Wad Medani virus,Ovis aries
Wad Medani virus,Ovis dalli
Wad Medani virus,Panthera leo
Wad Medani virus,Panthera tigris
Wad Medani virus,Perameles gunnii
Wad Medani virus,Perameles nasuta
Wad Medani virus,Petaurus breviceps
Wad Medani virus,Phacochoerus aethiopicus
Wad Medani virus,Phascolarctos cinereus
Wad Medani virus,Philander opossum
Wad Medani virus,Phocoenoides dalli
Wad Medani virus,Phyllostomus discolor
Wad Medani virus,Phyllostomus hastatus
Wad Medani virus,Pipistrellus abramus
Wad Medani virus,Pipistrellus ceylonicus
Wad Medani virus,Pipistrellus kuhlii
Wad Medani virus,Pipistrellus nathusii
Wad Medani virus,Pipistrellus pipistrellus
Wad Medani virus,Plecotus auritus
Wad Medani virus,Pongo pygmaeus
Wad Medani virus,Potorous tridactylus
Wad Medani virus,Procyon lotor
Wad Medani virus,Proechimys guairae
Wad Medani virus,Proechimys guyannensis
Wad Medani virus,Pseudocheirus peregrinus
Wad Medani virus,Pseudois nayaur
Wad Medani virus,Pteropus alecto
Wad Medani virus,Pteropus giganteus
Wad Medani virus,Pteropus hypomelanus
Wad Medani virus,Pteropus lylei
Wad Medani virus,Pteropus pumilus
Wad Medani virus,Pteropus rodricensis
Wad Medani virus,Pteropus rufus
Wad Medani virus,Pteropus scapulatus
Wad Medani virus,Pteropus vampyrus
Wad Medani virus,Pusa hispida
Wad Medani virus,Rangifer tarandus
Wad Medani virus,Rattus exulans
Wad Medani virus,Rattus lutreolus
Wad Medani virus,Rattus norvegicus
Wad Medani virus,Rattus pyctoris
Wad Medani virus,Rattus rattus
Wad Medani virus,Rattus sordidus
Wad Medani virus,Rattus tanezumi
Wad Medani virus,Redunca arundinum
Wad Medani virus,Rhinolophus affinis
Wad Medani virus,Rhinolophus cornutus
Wad Medani virus,Rhinolophus ferrumequinum
Wad Medani virus,Rhinolophus hipposideros
Wad Medani virus,Rhinolophus macrotis
Wad Medani virus,Rhinolophus pusillus
Wad Medani virus,Rhinolophus rouxii
Wad Medani virus,Rhinolophus sinicus
Wad Medani virus,Rousettus aegyptiacus
Wad Medani virus,Rousettus leschenaultii
Wad Medani virus,Rucervus duvaucelii
Wad Medani virus,Rupicapra pyrenaica
Wad Medani virus,Rupicapra rupicapra
Wad Medani virus,Saiga tatarica
Wad Medani virus,Sapajus apella
Wad Medani virus,Sciurus granatensis
Wad Medani virus,Sciurus variegatoides
Wad Medani virus,Sciurus vulgaris
Wad Medani virus,Scotophilus kuhlii
Wad Medani virus,Semnopithecus entellus
Wad Medani virus,Setonix brachyurus
Wad Medani virus,Sooretamys angouya
Wad Medani virus,Sorex araneus
Wad Medani virus,Sturnira ludovici
Wad Medani virus,Suncus murinus
Wad Medani virus,Sus scrofa
Wad Medani virus,Sylvicapra grimmia
Wad Medani virus,Sylvilagus floridanus
Wad Medani virus,Syncerus caffer
Wad Medani virus,Tadarida teniotis
Wad Medani virus,Taphozous melanopogon
Wad Medani virus,Tapirus terrestris
Wad Medani virus,Tatera indica
Wad Medani virus,Thylogale billardierii
Wad Medani virus,Tragelaphus angasii
Wad Medani virus,Tragelaphus oryx
Wad Medani virus,Tragelaphus scriptus
Wad Medani virus,Tragelaphus spekii
Wad Medani virus,Tragelaphus strepsiceros
Wad Medani virus,Tragulus javanicus
Wad Medani virus,Transandinomys bolivaris
Wad Medani virus,Trichosurus vulpecula
Wad Medani virus,Urocitellus undulatus
Wad Medani virus,Uroderma bilobatum
Wad Medani virus,Ursus thibetanus
Wad Medani virus,Urva javanica
Wad Medani virus,Varecia variegata
Wad Medani virus,Vespertilio murinus
Wad Medani virus,Vespertilio sinensis
Wad Medani virus,Vicugna pacos
Wad Medani virus,Vombatus ursinus
Wad Medani virus,Wallabia bicolor
Wad Medani virus,Xerus erythropus
Wad Medani virus,Zygodontomys brevicauda
Wallal virus,Bos taurus
Wallal virus,Bubalus bubalis
Wallal virus,Canis lupus familiaris
Wallal virus,Capra hircus
Wallal virus,Equus asinus
Wallal virus,Equus caballus
Wallal virus,Equus quagga burchellii
Wallal virus,Homo sapiens
Wallal virus,Macropus fuliginosus
Wallal virus,Macropus giganteus
Wallal virus,Macropus robustus
Wallal virus,Macropus rufus
Wallal virus,Ovis aries
Wallal virus,Sus scrofa
Wanowrie virus,Apodemus agrarius
Wanowrie virus,Equus caballus
Wanowrie virus,Gorilla beringei
Wanowrie virus,Gorilla gorilla
Wanowrie virus,Homo sapiens
Wanowrie virus,Hylaeamys megacephalus
Wanowrie virus,Pan troglodytes
Wanowrie virus,Peromyscus maniculatus
Wanowrie virus,Proechimys guyannensis
Wanowrie virus,Zygodontomys brevicauda
Warrego virus,Bos taurus
Warrego virus,Bubalus bubalis
Warrego virus,Canis lupus familiaris
Warrego virus,Capra hircus
Warrego virus,Equus asinus
Warrego virus,Equus caballus
Warrego virus,Equus quagga burchellii
Warrego virus,Homo sapiens
Warrego virus,Macropus fuliginosus
Warrego virus,Macropus giganteus
Warrego virus,Macropus robustus
Warrego virus,Macropus rufus
Warrego virus,Ovis aries
Warrego virus,Sus scrofa
Wesselsbron virus,Acinonyx jubatus
Wesselsbron virus,Aepyceros melampus
Wesselsbron virus,Alouatta seniculus
Wesselsbron virus,Ammospermophilus nelsoni
Wesselsbron virus,Antidorcas marsupialis
Wesselsbron virus,Arctocephalus australis
Wesselsbron virus,Artibeus jamaicensis
Wesselsbron virus,Artibeus lituratus
Wesselsbron virus,Arvicanthis niloticus
Wesselsbron virus,Atelerix albiventris
Wesselsbron virus,Balaenoptera acutorostrata
Wesselsbron virus,Bettongia gaimardi
Wesselsbron virus,Bos frontalis
Wesselsbron virus,Bos taurus
Wesselsbron virus,Bubalus bubalis
Wesselsbron virus,Callorhinus ursinus
Wesselsbron virus,Caluromys derbianus
Wesselsbron virus,Camelus bactrianus
Wesselsbron virus,Camelus dromedarius
Wesselsbron virus,Canis latrans
Wesselsbron virus,Canis lupus
Wesselsbron virus,Canis lupus familiaris
Wesselsbron virus,Capra hircus
Wesselsbron virus,Capreolus capreolus
Wesselsbron virus,Carollia subrufa
Wesselsbron virus,Cavia porcellus
Wesselsbron virus,Ceratotherium simum
Wesselsbron virus,Cercopithecus ascanius
Wesselsbron virus,Cervus elaphus
Wesselsbron virus,Chaetophractus vellerosus
Wesselsbron virus,Choeropsis liberiensis
Wesselsbron virus,Choloepus didactylus
Wesselsbron virus,Chrotogale owstoni
Wesselsbron virus,Coendou mexicanus
Wesselsbron virus,Cricetomys gambianus
Wesselsbron virus,Crocidura leucodon
Wesselsbron virus,Cuniculus paca
Wesselsbron virus,Cynopterus brachyotis
Wesselsbron virus,Cynopterus sphinx
Wesselsbron virus,Dasypus novemcinctus
Wesselsbron virus,Delphinapterus leucas
Wesselsbron virus,Dermanura phaeotis
Wesselsbron virus,Desmodillus auricularis
Wesselsbron virus,Desmodus rotundus
Wesselsbron virus,Diceros bicornis
Wesselsbron virus,Didelphis marsupialis
Wesselsbron virus,Dipodomys microps
Wesselsbron virus,Eidolon dupreanum
Wesselsbron virus,Eidolon helvum
Wesselsbron virus,Eonycteris spelaea
Wesselsbron virus,Epomophorus gambianus
Wesselsbron virus,Epomophorus labiatus
Wesselsbron virus,Epomops franqueti
Wesselsbron virus,Equus asinus
Wesselsbron virus,Equus caballus
Wesselsbron virus,Equus grevyi
Wesselsbron virus,Equus hemionus
Wesselsbron virus,Equus kiang
Wesselsbron virus,Equus przewalskii
Wesselsbron virus,Equus quagga
Wesselsbron virus,Equus quagga burchellii
Wesselsbron virus,Equus zebra
Wesselsbron virus,Eudorcas thomsonii
Wesselsbron virus,Felis catus
Wesselsbron virus,Geomys bursarius
Wesselsbron virus,Gerbilliscus brantsii
Wesselsbron virus,Gerbilliscus leucogaster
Wesselsbron virus,Giraffa camelopardalis
Wesselsbron virus,Glauconycteris argentata
Wesselsbron virus,Globicephala melas
Wesselsbron virus,Glossophaga commissarisi
Wesselsbron virus,Glossophaga soricina
Wesselsbron virus,Handleyomys alfaroi
Wesselsbron virus,Hemiechinus auritus
Wesselsbron virus,Hemitragus jemlahicus
Wesselsbron virus,Heteromys salvini
Wesselsbron virus,Hippopotamus amphibius
Wesselsbron virus,Hipposideros abae
Wesselsbron virus,Hipposideros armiger
Wesselsbron virus,Hipposideros bicolor
Wesselsbron virus,Hipposideros cineraceus
Wesselsbron virus,Hipposideros larvatus
Wesselsbron virus,Hipposideros pomona
Wesselsbron virus,Hipposideros speoris
