virus,host
Macacine alphaherpesvirus 1,Molossus rufus
Macacine alphaherpesvirus 1,Monodelphis domestica
Macacine alphaherpesvirus 1,Mops condylurus
Macacine alphaherpesvirus 1,Mus booduga
Macacine alphaherpesvirus 1,Mus musculus
Macacine alphaherpesvirus 1,Myodes glareolus
Macacine alphaherpesvirus 1,Myrmecophaga tridactyla
Macacine alphaherpesvirus 1,Nasua nasua
Macacine alphaherpesvirus 1,Neofelis nebulosa
Macacine alphaherpesvirus 1,Nomascus leucogenys
Macacine alphaherpesvirus 1,Nyctalus noctula
Macacine alphaherpesvirus 1,Nyctereutes procyonoides
Macacine alphaherpesvirus 1,Odobenus rosmarus
Macacine alphaherpesvirus 1,Okapia johnstoni
Macacine alphaherpesvirus 1,Oryctolagus cuniculus
Macacine alphaherpesvirus 1,Otolemur crassicaudatus
Macacine alphaherpesvirus 1,Pagophilus groenlandicus
Macacine alphaherpesvirus 1,Paguma larvata
Macacine alphaherpesvirus 1,Pan paniscus
Macacine alphaherpesvirus 1,Pan troglodytes
Macacine alphaherpesvirus 1,Panthera leo
Macacine alphaherpesvirus 1,Panthera pardus
Macacine alphaherpesvirus 1,Panthera tigris
Macacine alphaherpesvirus 1,Panthera uncia
Macacine alphaherpesvirus 1,Papio anubis
Macacine alphaherpesvirus 1,Papio cynocephalus
Macacine alphaherpesvirus 1,Papio hamadryas
Macacine alphaherpesvirus 1,Papio papio
Macacine alphaherpesvirus 1,Papio ursinus
Macacine alphaherpesvirus 1,Perodicticus potto
Macacine alphaherpesvirus 1,Phoca vitulina
Macacine alphaherpesvirus 1,Phyllostomus hastatus
Macacine alphaherpesvirus 1,Piliocolobus badius
Macacine alphaherpesvirus 1,Piliocolobus rufomitratus
Macacine alphaherpesvirus 1,Piliocolobus tephrosceles
Macacine alphaherpesvirus 1,Pipistrellus hesperidus
Macacine alphaherpesvirus 1,Pithecia monachus
Macacine alphaherpesvirus 1,Pithecia pithecia
Macacine alphaherpesvirus 1,Platyrrhinus helleri
Macacine alphaherpesvirus 1,Pongo abelii
Macacine alphaherpesvirus 1,Pongo pygmaeus
Macacine alphaherpesvirus 1,Potos flavus
Macacine alphaherpesvirus 1,Procolobus verus
Macacine alphaherpesvirus 1,Procyon lotor
Macacine alphaherpesvirus 1,Proechimys guyannensis
Macacine alphaherpesvirus 1,Propithecus coquereli
Macacine alphaherpesvirus 1,Propithecus verreauxi
Macacine alphaherpesvirus 1,Pteronotus davyi
Macacine alphaherpesvirus 1,Pteronotus parnellii
Macacine alphaherpesvirus 1,Pteropus alecto
Macacine alphaherpesvirus 1,Pteropus rufus
Macacine alphaherpesvirus 1,Pteropus scapulatus
Macacine alphaherpesvirus 1,Puma concolor
Macacine alphaherpesvirus 1,Pusa caspica
Macacine alphaherpesvirus 1,Pusa sibirica
Macacine alphaherpesvirus 1,Pygathrix nemaeus
Macacine alphaherpesvirus 1,Rattus exulans
Macacine alphaherpesvirus 1,Rattus norvegicus
Macacine alphaherpesvirus 1,Rattus rattus
Macacine alphaherpesvirus 1,Rhinoceros unicornis
Macacine alphaherpesvirus 1,Rhinolophus hipposideros
Macacine alphaherpesvirus 1,Rhinopithecus roxellana
Macacine alphaherpesvirus 1,Rousettus aegyptiacus
Macacine alphaherpesvirus 1,Rousettus leschenaultii
Macacine alphaherpesvirus 1,Saguinus geoffroyi
Macacine alphaherpesvirus 1,Saguinus midas
Macacine alphaherpesvirus 1,Saguinus mystax
Macacine alphaherpesvirus 1,Saimiri oerstedii
Macacine alphaherpesvirus 1,Saimiri sciureus
Macacine alphaherpesvirus 1,Saimiri ustus
Macacine alphaherpesvirus 1,Sapajus apella
Macacine alphaherpesvirus 1,Sapajus flavius
Macacine alphaherpesvirus 1,Sapajus nigritus
Macacine alphaherpesvirus 1,Sapajus xanthosternos
Macacine alphaherpesvirus 1,Sciurus carolinensis
Macacine alphaherpesvirus 1,Sciurus vulgaris
Macacine alphaherpesvirus 1,Scotophilus kuhlii
Macacine alphaherpesvirus 1,Sekeetamys calurus
Macacine alphaherpesvirus 1,Semnopithecus entellus
Macacine alphaherpesvirus 1,Semnopithecus schistaceus
Macacine alphaherpesvirus 1,Speothos venaticus
Macacine alphaherpesvirus 1,Spermophilus citellus
Macacine alphaherpesvirus 1,Sus scrofa
Macacine alphaherpesvirus 1,Symphalangus syndactylus
Macacine alphaherpesvirus 1,Talpa romana
Macacine alphaherpesvirus 1,Tamandua tetradactyla
Macacine alphaherpesvirus 1,Tamiasciurus hudsonicus
Macacine alphaherpesvirus 1,Tapirus terrestris
Macacine alphaherpesvirus 1,Tatera indica
Macacine alphaherpesvirus 1,Thallomys nigricauda
Macacine alphaherpesvirus 1,Theropithecus gelada
Macacine alphaherpesvirus 1,Trachypithecus cristatus
Macacine alphaherpesvirus 1,Trachypithecus francoisi
Macacine alphaherpesvirus 1,Trachypithecus obscurus
Macacine alphaherpesvirus 1,Trachypithecus phayrei
Macacine alphaherpesvirus 1,Ursus arctos
Macacine alphaherpesvirus 1,Ursus maritimus
Macacine alphaherpesvirus 1,Urva javanica
Macacine alphaherpesvirus 1,Vulpes vulpes
Macacine alphaherpesvirus 1,Xerus erythropus
Macacine alphaherpesvirus 1,Zapus hudsonius
Macacine betaherpesvirus 3,Ailurus fulgens
Macacine betaherpesvirus 3,Allenopithecus nigroviridis
Macacine betaherpesvirus 3,Allochrocebus lhoesti
Macacine betaherpesvirus 3,Allochrocebus solatus
Macacine betaherpesvirus 3,Alouatta guariba
Macacine betaherpesvirus 3,Aotus trivirgatus
Macacine betaherpesvirus 3,Arvicanthis niloticus
Macacine betaherpesvirus 3,Callithrix jacchus
Macacine betaherpesvirus 3,Canis lupus
Macacine betaherpesvirus 3,Canis lupus familiaris
Macacine betaherpesvirus 3,Cercocebus agilis
Macacine betaherpesvirus 3,Cercocebus atys
Macacine betaherpesvirus 3,Cercocebus chrysogaster
Macacine betaherpesvirus 3,Cercocebus galeritus
Macacine betaherpesvirus 3,Cercocebus torquatus
Macacine betaherpesvirus 3,Cercopithecus albogularis
Macacine betaherpesvirus 3,Cercopithecus ascanius
Macacine betaherpesvirus 3,Cercopithecus cephus
Macacine betaherpesvirus 3,Cercopithecus diana
Macacine betaherpesvirus 3,Cercopithecus erythrotis
Macacine betaherpesvirus 3,Cercopithecus hamlyni
Macacine betaherpesvirus 3,Cercopithecus mitis
Macacine betaherpesvirus 3,Cercopithecus mona
Macacine betaherpesvirus 3,Cercopithecus neglectus
Macacine betaherpesvirus 3,Cercopithecus nictitans
Macacine betaherpesvirus 3,Cercopithecus pogonias
Macacine betaherpesvirus 3,Chaerephon pumilus
Macacine betaherpesvirus 3,Chlorocebus aethiops
Macacine betaherpesvirus 3,Chlorocebus pygerythrus
Macacine betaherpesvirus 3,Chlorocebus sabaeus
Macacine betaherpesvirus 3,Chlorocebus tantalus
Macacine betaherpesvirus 3,Colobus guereza
Macacine betaherpesvirus 3,Cynopterus sphinx
Macacine betaherpesvirus 3,Cystophora cristata
Macacine betaherpesvirus 3,Eidolon helvum
Macacine betaherpesvirus 3,Erythrocebus patas
Macacine betaherpesvirus 3,Eulemur fulvus
Macacine betaherpesvirus 3,Felis catus
Macacine betaherpesvirus 3,Giraffa camelopardalis
Macacine betaherpesvirus 3,Gorilla beringei
Macacine betaherpesvirus 3,Gorilla gorilla
Macacine betaherpesvirus 3,Hipposideros armiger
Macacine betaherpesvirus 3,Hipposideros pomona
Macacine betaherpesvirus 3,Homo sapiens
Macacine betaherpesvirus 3,Hylobates lar
Macacine betaherpesvirus 3,Hylobates pileatus
Macacine betaherpesvirus 3,Leontopithecus chrysomelas
Macacine betaherpesvirus 3,Lepus europaeus
Macacine betaherpesvirus 3,Lophocebus albigena
Macacine betaherpesvirus 3,Lycaon pictus
Macacine betaherpesvirus 3,Macaca arctoides
Macacine betaherpesvirus 3,Macaca cyclopis
Macacine betaherpesvirus 3,Macaca fascicularis
Macacine betaherpesvirus 3,Macaca fuscata
Macacine betaherpesvirus 3,Macaca maura
Macacine betaherpesvirus 3,Macaca mulatta
Macacine betaherpesvirus 3,Macaca nemestrina
Macacine betaherpesvirus 3,Macaca nigra
Macacine betaherpesvirus 3,Macaca radiata
Macacine betaherpesvirus 3,Macaca silenus
Macacine betaherpesvirus 3,Macaca sinica
Macacine betaherpesvirus 3,Macaca sylvanus
Macacine betaherpesvirus 3,Macaca tonkeana
Macacine betaherpesvirus 3,Mandrillus leucophaeus
Macacine betaherpesvirus 3,Mandrillus sphinx
Macacine betaherpesvirus 3,Mastomys natalensis
Macacine betaherpesvirus 3,Meriones hurrianae
Macacine betaherpesvirus 3,Mesocricetus auratus
Macacine betaherpesvirus 3,Miniopterus schreibersii
Macacine betaherpesvirus 3,Miopithecus ogouensis
Macacine betaherpesvirus 3,Miopithecus talapoin
Macacine betaherpesvirus 3,Mops condylurus
Macacine betaherpesvirus 3,Mus musculus
Macacine betaherpesvirus 3,Myotis ricketti
Macacine betaherpesvirus 3,Myrmecophaga tridactyla
Macacine betaherpesvirus 3,Neovison vison
Macacine betaherpesvirus 3,Nomascus leucogenys
Macacine betaherpesvirus 3,Nyctereutes procyonoides
Macacine betaherpesvirus 3,Odobenus rosmarus
Macacine betaherpesvirus 3,Pagophilus groenlandicus
Macacine betaherpesvirus 3,Paguma larvata
Macacine betaherpesvirus 3,Pan paniscus
Macacine betaherpesvirus 3,Pan troglodytes
Macacine betaherpesvirus 3,Panthera leo
Macacine betaherpesvirus 3,Panthera tigris
Macacine betaherpesvirus 3,Papio anubis
Macacine betaherpesvirus 3,Papio cynocephalus
Macacine betaherpesvirus 3,Papio hamadryas
Macacine betaherpesvirus 3,Papio papio
Macacine betaherpesvirus 3,Papio ursinus
Macacine betaherpesvirus 3,Phoca vitulina
Macacine betaherpesvirus 3,Piliocolobus badius
Macacine betaherpesvirus 3,Piliocolobus rufomitratus
Macacine betaherpesvirus 3,Piliocolobus tephrosceles
Macacine betaherpesvirus 3,Pongo abelii
Macacine betaherpesvirus 3,Pongo pygmaeus
Macacine betaherpesvirus 3,Procyon lotor
Macacine betaherpesvirus 3,Pteropus alecto
Macacine betaherpesvirus 3,Pteropus rufus
Macacine betaherpesvirus 3,Pteropus scapulatus
Macacine betaherpesvirus 3,Puma concolor
Macacine betaherpesvirus 3,Pusa sibirica
Macacine betaherpesvirus 3,Rattus norvegicus
Macacine betaherpesvirus 3,Rattus rattus
Macacine betaherpesvirus 3,Rhinolophus affinis
Macacine betaherpesvirus 3,Rousettus aegyptiacus
Macacine betaherpesvirus 3,Rousettus leschenaultii
Macacine betaherpesvirus 3,Saguinus midas
Macacine betaherpesvirus 3,Saimiri sciureus
Macacine betaherpesvirus 3,Sapajus apella
Macacine betaherpesvirus 3,Sapajus xanthosternos
Macacine betaherpesvirus 3,Scotophilus kuhlii
Macacine betaherpesvirus 3,Semnopithecus entellus
Macacine betaherpesvirus 3,Sus scrofa
Macacine betaherpesvirus 3,Tatera indica
Macacine betaherpesvirus 3,Theropithecus gelada
Macacine betaherpesvirus 3,Trachypithecus cristatus
Macacine betaherpesvirus 3,Ursus arctos
Macacine betaherpesvirus 3,Ursus maritimus
Macacine gammaherpesvirus 4,Allenopithecus nigroviridis
Macacine gammaherpesvirus 4,Callithrix jacchus
Macacine gammaherpesvirus 4,Canis lupus
Macacine gammaherpesvirus 4,Canis lupus familiaris
Macacine gammaherpesvirus 4,Cercocebus agilis
Macacine gammaherpesvirus 4,Cercocebus atys
Macacine gammaherpesvirus 4,Cercocebus torquatus
Macacine gammaherpesvirus 4,Cercopithecus albogularis
Macacine gammaherpesvirus 4,Cercopithecus ascanius
Macacine gammaherpesvirus 4,Cercopithecus cephus
Macacine gammaherpesvirus 4,Cercopithecus diana
Macacine gammaherpesvirus 4,Cercopithecus hamlyni
Macacine gammaherpesvirus 4,Cercopithecus mitis
Macacine gammaherpesvirus 4,Cercopithecus mona
Macacine gammaherpesvirus 4,Cercopithecus neglectus
Macacine gammaherpesvirus 4,Cercopithecus nictitans
Macacine gammaherpesvirus 4,Cercopithecus pogonias
Macacine gammaherpesvirus 4,Chlorocebus aethiops
Macacine gammaherpesvirus 4,Chlorocebus pygerythrus
Macacine gammaherpesvirus 4,Colobus guereza
Macacine gammaherpesvirus 4,Cynopterus sphinx
Macacine gammaherpesvirus 4,Eidolon helvum
Macacine gammaherpesvirus 4,Erythrocebus patas
Macacine gammaherpesvirus 4,Felis catus
Macacine gammaherpesvirus 4,Gorilla beringei
Macacine gammaherpesvirus 4,Gorilla gorilla
Macacine gammaherpesvirus 4,Homo sapiens
Macacine gammaherpesvirus 4,Lophocebus albigena
Macacine gammaherpesvirus 4,Macaca arctoides
Macacine gammaherpesvirus 4,Macaca cyclopis
Macacine gammaherpesvirus 4,Macaca fascicularis
Macacine gammaherpesvirus 4,Macaca fuscata
Macacine gammaherpesvirus 4,Macaca mulatta
Macacine gammaherpesvirus 4,Macaca nemestrina
Macacine gammaherpesvirus 4,Macaca nigra
Macacine gammaherpesvirus 4,Macaca radiata
Macacine gammaherpesvirus 4,Macaca sinica
Macacine gammaherpesvirus 4,Macaca sylvanus
Macacine gammaherpesvirus 4,Mandrillus leucophaeus
Macacine gammaherpesvirus 4,Mandrillus sphinx
Macacine gammaherpesvirus 4,Miopithecus talapoin
Macacine gammaherpesvirus 4,Mus musculus
Macacine gammaherpesvirus 4,Nomascus leucogenys
Macacine gammaherpesvirus 4,Pan paniscus
Macacine gammaherpesvirus 4,Pan troglodytes
Macacine gammaherpesvirus 4,Panthera tigris
Macacine gammaherpesvirus 4,Papio anubis
Macacine gammaherpesvirus 4,Papio cynocephalus
Macacine gammaherpesvirus 4,Papio hamadryas
Macacine gammaherpesvirus 4,Papio papio
Macacine gammaherpesvirus 4,Papio ursinus
Macacine gammaherpesvirus 4,Phoca vitulina
Macacine gammaherpesvirus 4,Piliocolobus badius
Macacine gammaherpesvirus 4,Piliocolobus tephrosceles
Macacine gammaherpesvirus 4,Pongo pygmaeus
Macacine gammaherpesvirus 4,Procyon lotor
Macacine gammaherpesvirus 4,Pteropus alecto
Macacine gammaherpesvirus 4,Pteropus scapulatus
Macacine gammaherpesvirus 4,Rattus rattus
Macacine gammaherpesvirus 4,Rousettus aegyptiacus
Macacine gammaherpesvirus 4,Rousettus leschenaultii
Macacine gammaherpesvirus 4,Saimiri sciureus
Macacine gammaherpesvirus 4,Scotophilus kuhlii
Macacine gammaherpesvirus 4,Semnopithecus entellus
Macacine gammaherpesvirus 4,Sus scrofa
Macacine gammaherpesvirus 4,Theropithecus gelada
Macacine gammaherpesvirus 5,Acinonyx jubatus
Macacine gammaherpesvirus 5,Acomys cahirinus
Macacine gammaherpesvirus 5,Acomys dimidiatus
Macacine gammaherpesvirus 5,Aethomys kaiseri
Macacine gammaherpesvirus 5,Ailurus fulgens
Macacine gammaherpesvirus 5,Allenopithecus nigroviridis
Macacine gammaherpesvirus 5,Allochrocebus lhoesti
Macacine gammaherpesvirus 5,Allochrocebus solatus
Macacine gammaherpesvirus 5,Alouatta belzebul
Macacine gammaherpesvirus 5,Alouatta guariba
Macacine gammaherpesvirus 5,Alouatta seniculus
Macacine gammaherpesvirus 5,Aotus trivirgatus
Macacine gammaherpesvirus 5,Arvicanthis niloticus
Macacine gammaherpesvirus 5,Babyrousa babyrussa
Macacine gammaherpesvirus 5,Bos taurus
Macacine gammaherpesvirus 5,Cacajao calvus
Macacine gammaherpesvirus 5,Cacajao melanocephalus
Macacine gammaherpesvirus 5,Callithrix geoffroyi
Macacine gammaherpesvirus 5,Callithrix jacchus
Macacine gammaherpesvirus 5,Callithrix penicillata
Macacine gammaherpesvirus 5,Canis lupus
Macacine gammaherpesvirus 5,Canis lupus familiaris
Macacine gammaherpesvirus 5,Cercocebus agilis
Macacine gammaherpesvirus 5,Cercocebus atys
Macacine gammaherpesvirus 5,Cercocebus chrysogaster
Macacine gammaherpesvirus 5,Cercocebus galeritus
Macacine gammaherpesvirus 5,Cercocebus torquatus
Macacine gammaherpesvirus 5,Cercopithecus albogularis
Macacine gammaherpesvirus 5,Cercopithecus ascanius
Macacine gammaherpesvirus 5,Cercopithecus campbelli
Macacine gammaherpesvirus 5,Cercopithecus cephus
Macacine gammaherpesvirus 5,Cercopithecus denti
Macacine gammaherpesvirus 5,Cercopithecus diana
Macacine gammaherpesvirus 5,Cercopithecus erythrotis
Macacine gammaherpesvirus 5,Cercopithecus hamlyni
Macacine gammaherpesvirus 5,Cercopithecus mitis
Macacine gammaherpesvirus 5,Cercopithecus mona
Macacine gammaherpesvirus 5,Cercopithecus neglectus
Macacine gammaherpesvirus 5,Cercopithecus nictitans
Macacine gammaherpesvirus 5,Cercopithecus pogonias
Macacine gammaherpesvirus 5,Cercopithecus wolfi
Macacine gammaherpesvirus 5,Chaerephon pumilus
Macacine gammaherpesvirus 5,Chinchilla lanigera
Macacine gammaherpesvirus 5,Chlorocebus aethiops
Macacine gammaherpesvirus 5,Chlorocebus pygerythrus
Macacine gammaherpesvirus 5,Chlorocebus sabaeus
Macacine gammaherpesvirus 5,Chlorocebus tantalus
Macacine gammaherpesvirus 5,Colobus guereza
Macacine gammaherpesvirus 5,Colobus polykomos
Macacine gammaherpesvirus 5,Cricetomys gambianus
Macacine gammaherpesvirus 5,Crocidura olivieri
Macacine gammaherpesvirus 5,Crocidura zaphiri
Macacine gammaherpesvirus 5,Ctenodactylus gundi
Macacine gammaherpesvirus 5,Cynopterus sphinx
Macacine gammaherpesvirus 5,Dasymys incomtus
Macacine gammaherpesvirus 5,Dasyprocta leporina
Macacine gammaherpesvirus 5,Eidolon helvum
Macacine gammaherpesvirus 5,Elephas maximus
Macacine gammaherpesvirus 5,Eliomys munbyanus
Macacine gammaherpesvirus 5,Erythrocebus patas
Macacine gammaherpesvirus 5,Eulemur fulvus
Macacine gammaherpesvirus 5,Felis catus
Macacine gammaherpesvirus 5,Galago senegalensis
Macacine gammaherpesvirus 5,Galagoides demidoff
Macacine gammaherpesvirus 5,Gerbillus dasyurus
Macacine gammaherpesvirus 5,Gerbillus pyramidum
Macacine gammaherpesvirus 5,Giraffa camelopardalis
Macacine gammaherpesvirus 5,Gorilla beringei
Macacine gammaherpesvirus 5,Gorilla gorilla
Macacine gammaherpesvirus 5,Hylobates lar
Macacine gammaherpesvirus 5,Hylobates pileatus
Macacine gammaherpesvirus 5,Lemur catta
Macacine gammaherpesvirus 5,Leontocebus fuscicollis
Macacine gammaherpesvirus 5,Leontopithecus chrysomelas
Macacine gammaherpesvirus 5,Leontopithecus rosalia
Macacine gammaherpesvirus 5,Lepilemur edwardsi
Macacine gammaherpesvirus 5,Lepilemur mustelinus
Macacine gammaherpesvirus 5,Lepus europaeus
Macacine gammaherpesvirus 5,Lissonycteris angolensis
Macacine gammaherpesvirus 5,Lophocebus albigena
Macacine gammaherpesvirus 5,Lophocebus aterrimus
Macacine gammaherpesvirus 5,Lophuromys sikapusi
Macacine gammaherpesvirus 5,Macaca arctoides
Macacine gammaherpesvirus 5,Macaca cyclopis
Macacine gammaherpesvirus 5,Macaca fascicularis
Macacine gammaherpesvirus 5,Macaca fuscata
Macacine gammaherpesvirus 5,Macaca maura
Macacine gammaherpesvirus 5,Macaca mulatta
Macacine gammaherpesvirus 5,Macaca nemestrina
Macacine gammaherpesvirus 5,Macaca nigra
Macacine gammaherpesvirus 5,Macaca nigrescens
Macacine gammaherpesvirus 5,Macaca ochreata
Macacine gammaherpesvirus 5,Macaca radiata
Macacine gammaherpesvirus 5,Macaca silenus
Macacine gammaherpesvirus 5,Macaca sinica
Macacine gammaherpesvirus 5,Macaca sylvanus
Macacine gammaherpesvirus 5,Macaca thibetana
Macacine gammaherpesvirus 5,Macaca tonkeana
Macacine gammaherpesvirus 5,Mandrillus leucophaeus
Macacine gammaherpesvirus 5,Mandrillus sphinx
Macacine gammaherpesvirus 5,Marmota monax
Macacine gammaherpesvirus 5,Mastomys natalensis
Macacine gammaherpesvirus 5,Meriones hurrianae
Macacine gammaherpesvirus 5,Mesocricetus auratus
Macacine gammaherpesvirus 5,Mico humeralifer
Macacine gammaherpesvirus 5,Microtus arvalis
Macacine gammaherpesvirus 5,Microtus guentheri
Macacine gammaherpesvirus 5,Millardia meltada
Macacine gammaherpesvirus 5,Miopithecus ogouensis
Macacine gammaherpesvirus 5,Miopithecus talapoin
Macacine gammaherpesvirus 5,Mops condylurus
Macacine gammaherpesvirus 5,Mus musculus
Macacine gammaherpesvirus 5,Myrmecophaga tridactyla
Macacine gammaherpesvirus 5,Neofelis nebulosa
Macacine gammaherpesvirus 5,Neovison vison
Macacine gammaherpesvirus 5,Nomascus leucogenys
Macacine gammaherpesvirus 5,Odobenus rosmarus
Macacine gammaherpesvirus 5,Okapia johnstoni
Macacine gammaherpesvirus 5,Oreamnos americanus
Macacine gammaherpesvirus 5,Oryctolagus cuniculus
Macacine gammaherpesvirus 5,Pagophilus groenlandicus
Macacine gammaherpesvirus 5,Pan paniscus
Macacine gammaherpesvirus 5,Pan troglodytes
Macacine gammaherpesvirus 5,Panthera leo
Macacine gammaherpesvirus 5,Panthera tigris
Macacine gammaherpesvirus 5,Panthera uncia
Macacine gammaherpesvirus 5,Papio anubis
Macacine gammaherpesvirus 5,Papio cynocephalus
Macacine gammaherpesvirus 5,Papio hamadryas
Macacine gammaherpesvirus 5,Papio papio
Macacine gammaherpesvirus 5,Papio ursinus
Macacine gammaherpesvirus 5,Perodicticus potto
Macacine gammaherpesvirus 5,Phoca vitulina
Macacine gammaherpesvirus 5,Piliocolobus badius
Macacine gammaherpesvirus 5,Piliocolobus rufomitratus
Macacine gammaherpesvirus 5,Piliocolobus tephrosceles
Macacine gammaherpesvirus 5,Pipistrellus hesperidus
Macacine gammaherpesvirus 5,Pithecia pithecia
Macacine gammaherpesvirus 5,Pongo abelii
Macacine gammaherpesvirus 5,Pongo pygmaeus
Macacine gammaherpesvirus 5,Procolobus verus
Macacine gammaherpesvirus 5,Procyon lotor
Macacine gammaherpesvirus 5,Propithecus coquereli
Macacine gammaherpesvirus 5,Propithecus verreauxi
Macacine gammaherpesvirus 5,Pteropus alecto
Macacine gammaherpesvirus 5,Pteropus scapulatus
Macacine gammaherpesvirus 5,Puma concolor
Macacine gammaherpesvirus 5,Pusa sibirica
Macacine gammaherpesvirus 5,Pygathrix nemaeus
Macacine gammaherpesvirus 5,Rattus norvegicus
Macacine gammaherpesvirus 5,Rattus rattus
Macacine gammaherpesvirus 5,Rhinoceros unicornis
Macacine gammaherpesvirus 5,Rousettus aegyptiacus
Macacine gammaherpesvirus 5,Rousettus leschenaultii
Macacine gammaherpesvirus 5,Saguinus midas
Macacine gammaherpesvirus 5,Saimiri sciureus
Macacine gammaherpesvirus 5,Saimiri ustus
Macacine gammaherpesvirus 5,Sapajus apella
Macacine gammaherpesvirus 5,Sapajus flavius
Macacine gammaherpesvirus 5,Sapajus nigritus
Macacine gammaherpesvirus 5,Sapajus xanthosternos
Macacine gammaherpesvirus 5,Scotophilus kuhlii
Macacine gammaherpesvirus 5,Sekeetamys calurus
Macacine gammaherpesvirus 5,Semnopithecus entellus
Macacine gammaherpesvirus 5,Spermophilus citellus
Macacine gammaherpesvirus 5,Symphalangus syndactylus
Macacine gammaherpesvirus 5,Talpa romana
Macacine gammaherpesvirus 5,Tamiasciurus hudsonicus
Macacine gammaherpesvirus 5,Tatera indica
Macacine gammaherpesvirus 5,Thallomys nigricauda
Macacine gammaherpesvirus 5,Theropithecus gelada
Macacine gammaherpesvirus 5,Trachypithecus cristatus
Macacine gammaherpesvirus 5,Trachypithecus francoisi
Macacine gammaherpesvirus 5,Trachypithecus obscurus
Macacine gammaherpesvirus 5,Ursus arctos
Macacine gammaherpesvirus 5,Ursus maritimus
Macacine gammaherpesvirus 5,Zapus hudsonius
Macaque simian foamy virus,Ailuropoda melanoleuca
Macaque simian foamy virus,Ailurus fulgens
Macaque simian foamy virus,Allenopithecus nigroviridis
Macaque simian foamy virus,Allochrocebus lhoesti
Macaque simian foamy virus,Allochrocebus solatus
Macaque simian foamy virus,Alouatta belzebul
Macaque simian foamy virus,Alouatta guariba
Macaque simian foamy virus,Alouatta seniculus
Macaque simian foamy virus,Aotus trivirgatus
Macaque simian foamy virus,Arvicanthis niloticus
Macaque simian foamy virus,Callithrix jacchus
Macaque simian foamy virus,Canis lupus
Macaque simian foamy virus,Canis lupus familiaris
Macaque simian foamy virus,Cercocebus agilis
Macaque simian foamy virus,Cercocebus atys
Macaque simian foamy virus,Cercocebus chrysogaster
Macaque simian foamy virus,Cercocebus galeritus
Macaque simian foamy virus,Cercocebus torquatus
Macaque simian foamy virus,Cercopithecus albogularis
Macaque simian foamy virus,Cercopithecus ascanius
Macaque simian foamy virus,Cercopithecus cephus
Macaque simian foamy virus,Cercopithecus diana
Macaque simian foamy virus,Cercopithecus erythrotis
Macaque simian foamy virus,Cercopithecus hamlyni
Macaque simian foamy virus,Cercopithecus mitis
Macaque simian foamy virus,Cercopithecus mona
Macaque simian foamy virus,Cercopithecus neglectus
Macaque simian foamy virus,Cercopithecus nictitans
Macaque simian foamy virus,Cercopithecus pogonias
Macaque simian foamy virus,Chaerephon pumilus
Macaque simian foamy virus,Chlorocebus aethiops
Macaque simian foamy virus,Chlorocebus pygerythrus
Macaque simian foamy virus,Chlorocebus sabaeus
Macaque simian foamy virus,Chlorocebus tantalus
Macaque simian foamy virus,Colobus guereza
Macaque simian foamy virus,Cynopterus sphinx
Macaque simian foamy virus,Cystophora cristata
Macaque simian foamy virus,Eidolon helvum
Macaque simian foamy virus,Erythrocebus patas
Macaque simian foamy virus,Eulemur fulvus
Macaque simian foamy virus,Felis catus
Macaque simian foamy virus,Galago senegalensis
Macaque simian foamy virus,Giraffa camelopardalis
Macaque simian foamy virus,Gorilla beringei
Macaque simian foamy virus,Gorilla gorilla
Macaque simian foamy virus,Hipposideros armiger
Macaque simian foamy virus,Hipposideros pomona
Macaque simian foamy virus,Homo sapiens
Macaque simian foamy virus,Hylobates lar
Macaque simian foamy virus,Hylobates pileatus
Macaque simian foamy virus,Leontopithecus chrysomelas
Macaque simian foamy virus,Lophocebus albigena
Macaque simian foamy virus,Lycaon pictus
Macaque simian foamy virus,Macaca arctoides
Macaque simian foamy virus,Macaca cyclopis
Macaque simian foamy virus,Macaca fascicularis
Macaque simian foamy virus,Macaca fuscata
Macaque simian foamy virus,Macaca maura
Macaque simian foamy virus,Macaca mulatta
Macaque simian foamy virus,Macaca nemestrina
Macaque simian foamy virus,Macaca nigra
Macaque simian foamy virus,Macaca radiata
Macaque simian foamy virus,Macaca silenus
Macaque simian foamy virus,Macaca sinica
Macaque simian foamy virus,Macaca sylvanus
Macaque simian foamy virus,Macaca tonkeana
Macaque simian foamy virus,Mandrillus leucophaeus
Macaque simian foamy virus,Mandrillus sphinx
Macaque simian foamy virus,Mastomys natalensis
Macaque simian foamy virus,Meriones hurrianae
Macaque simian foamy virus,Mesocricetus auratus
Macaque simian foamy virus,Miniopterus schreibersii
Macaque simian foamy virus,Miopithecus ogouensis
Macaque simian foamy virus,Miopithecus talapoin
Macaque simian foamy virus,Mops condylurus
Macaque simian foamy virus,Mus musculus
Macaque simian foamy virus,Myotis ricketti
Macaque simian foamy virus,Myrmecophaga tridactyla
Macaque simian foamy virus,Neovison vison
Macaque simian foamy virus,Nomascus leucogenys
Macaque simian foamy virus,Nyctereutes procyonoides
Macaque simian foamy virus,Odobenus rosmarus
Macaque simian foamy virus,Pagophilus groenlandicus
Macaque simian foamy virus,Paguma larvata
Macaque simian foamy virus,Pan paniscus
Macaque simian foamy virus,Pan troglodytes
Macaque simian foamy virus,Panthera leo
Macaque simian foamy virus,Panthera tigris
Macaque simian foamy virus,Papio anubis
Macaque simian foamy virus,Papio cynocephalus
